Order Date,Product,Category,Sales,Quantity,Region,Customer ID,Profit
2021-09-18,Tablet,Technology,2337.01,9,North,CUST0605,986.33
2021-06-21,Headphones,Accessories,981.64,5,East,CUST0775,431.14
2023-06-17,Monitor,Technology,2945.72,4,North,CUST0945,462.48
2021-01-13,RAM,Components,2448.48,13,North,CUST0296,375.62
2021-11-17,USB Cable,Accessories,2620.03,8,Central,CUST0557,558.3
2021-11-25,Keyboard,Accessories,715.61,16,South,CUST0950,278.81
2023-02-24,Keyboard,Accessories,2610.4,1,Central,CUST0217,461.58
2023-02-16,Monitor,Technology,294.92,17,West,CUST0701,110.29
2023-06-30,Phone,Technology,4413.6,15,North,CUST0388,678.67
2021-11-14,USB Cable,Accessories,1749.09,15,South,CUST0107,645.99
2021-08-24,RAM,Components,4288.87,18,West,CUST0802,965.08
2021-11-30,Phone,Technology,3523.2,6,West,CUST0473,994.01
2022-01-11,Graphics Card,Technology,3842.55,2,Central,CUST0008,1702.06
2022-08-11,Keyboard,Accessories,1607.0,5,West,CUST0544,507.04
2022-05-28,Motherboard,Technology,1177.33,19,East,CUST0914,202.96
2023-07-07,Motherboard,Technology,2063.37,7,East,CUST0168,849.98
2023-05-23,Webcam,Accessories,169.92,9,East,CUST0331,41.99
2021-09-27,SSD,Storage,4597.84,2,West,CUST0952,1497.08
2023-03-09,USB Cable,Accessories,1965.72,7,North,CUST0037,714.6
2022-12-26,USB Cable,Accessories,4943.36,14,South,CUST0231,1894.56
2021-01-05,RAM,Components,3819.17,15,East,CUST0183,1068.41
2023-05-01,USB Cable,Accessories,448.55,12,East,CUST0292,171.31
2021-03-19,Phone,Technology,3317.93,4,East,CUST0758,614.04
2022-07-28,Tablet,Technology,1390.65,13,Central,CUST0522,427.9
2021-05-12,SSD,Storage,1256.41,9,Central,CUST0070,196.71
2022-08-24,USB Cable,Accessories,1319.99,12,East,CUST0237,358.88
2023-12-02,Keyboard,Accessories,4584.57,10,East,CUST0464,1189.37
2021-03-30,Mouse,Accessories,2524.9,9,Central,CUST0118,1119.64
2022-02-06,Hard Drive,Storage,3363.88,7,South,CUST0729,906.08
2021-10-23,Monitor,Technology,1440.69,12,North,CUST0191,608.16
2022-09-08,Headphones,Accessories,2638.62,16,South,CUST0930,740.37
2023-03-11,Monitor,Technology,1783.0,15,North,CUST0863,552.76
2022-02-26,Phone,Technology,1639.64,7,West,CUST0506,418.46
2023-11-13,Headphones,Accessories,1272.5,8,West,CUST0504,435.2
2022-07-29,Tablet,Technology,2074.58,7,South,CUST0751,771.2
2021-05-23,SSD,Storage,3317.15,11,Central,CUST0840,1284.79
2023-09-20,Laptop,Technology,1149.12,4,East,CUST0401,411.59
2022-10-27,Phone,Technology,4828.95,18,West,CUST0891,1202.33
2021-05-25,Router,Office,666.83,19,Central,CUST0317,166.16
2023-10-04,RAM,Components,2427.03,7,Central,CUST0718,617.37
2022-05-18,SSD,Storage,470.89,13,North,CUST0222,75.98
2023-04-01,SSD,Storage,162.19,9,West,CUST0658,70.21
2021-04-14,Hard Drive,Storage,4617.25,18,South,CUST0189,963.7
2023-11-29,Hard Drive,Storage,4061.4,7,Central,CUST0750,803.19
2021-07-17,Mouse,Accessories,3486.07,16,South,CUST0292,1100.57
2022-08-02,Hard Drive,Storage,4332.69,5,South,CUST0981,711.53
2022-01-26,Graphics Card,Technology,4024.1,7,West,CUST0949,1615.08
2022-07-08,Motherboard,Technology,3253.83,6,South,CUST0223,1343.38
2023-11-05,Graphics Card,Technology,4244.34,2,South,CUST0758,1143.18
2022-04-23,RAM,Components,1984.46,7,East,CUST0759,875.99
2023-07-12,Webcam,Accessories,2786.12,9,South,CUST0417,688.94
2022-02-24,Headphones,Accessories,3892.74,13,East,CUST0407,887.82
2021-06-06,Charger,Accessories,469.75,17,West,CUST0960,209.93
2022-07-04,Printer,Office,4300.3,17,South,CUST0038,967.96
2023-10-18,Hard Drive,Storage,826.31,15,Central,CUST0453,234.07
2023-09-24,Laptop,Technology,4329.48,18,South,CUST0207,1444.14
2023-08-09,Router,Office,1591.1,15,East,CUST0926,392.62
2021-10-16,Graphics Card,Technology,1667.58,11,Central,CUST0400,442.35
2021-07-15,Graphics Card,Technology,416.05,12,West,CUST0950,152.37
2022-08-21,Graphics Card,Technology,4435.2,17,North,CUST0187,1627.31
2022-06-01,Monitor,Technology,913.83,12,North,CUST0360,357.39
2023-05-15,Graphics Card,Technology,3168.75,7,East,CUST0989,1039.7
2023-03-17,Motherboard,Technology,3237.64,7,West,CUST0604,712.47
2023-03-26,Phone,Technology,1441.7,10,West,CUST0006,360.33
2021-08-16,Webcam,Accessories,4929.02,16,South,CUST0133,2071.23
2021-08-04,USB Cable,Accessories,367.62,11,North,CUST0998,136.06
2023-08-06,SSD,Storage,3058.97,16,South,CUST0473,539.63
2021-01-15,Printer,Office,2423.74,2,West,CUST0604,911.53
2021-02-16,Tablet,Technology,1265.15,2,East,CUST0513,315.27
2021-11-20,Tablet,Technology,859.58,18,East,CUST0782,134.93
2023-04-24,Phone,Technology,3698.57,5,Central,CUST0083,1091.52
2021-05-10,Laptop,Technology,4585.76,14,East,CUST0799,1903.18
2021-04-05,Hard Drive,Storage,582.35,8,North,CUST0691,164.98
2022-09-19,Graphics Card,Technology,1010.2,6,Central,CUST0377,451.2
2023-01-25,USB Cable,Accessories,4932.04,9,North,CUST0335,1003.29
2023-03-05,SSD,Storage,124.36,6,South,CUST0659,31.75
2021-03-10,Hard Drive,Storage,2565.85,17,South,CUST0102,397.67
2021-01-11,Phone,Technology,2604.76,8,East,CUST0288,430.06
2023-05-22,Headphones,Accessories,1352.65,3,Central,CUST0825,346.68
2022-07-04,Graphics Card,Technology,3331.99,12,North,CUST0031,1027.97
2022-12-13,Motherboard,Technology,4727.46,13,North,CUST0314,1045.37
2021-01-23,Mouse,Accessories,2278.56,18,West,CUST0997,455.57
2023-03-26,Webcam,Accessories,3759.63,11,East,CUST0154,1038.42
2021-12-12,Phone,Technology,3248.05,2,South,CUST0560,653.52
2021-10-29,Laptop,Technology,2391.06,14,West,CUST0891,811.21
2021-12-29,RAM,Components,296.57,1,South,CUST0553,129.48
2022-01-31,Headphones,Accessories,3721.66,15,South,CUST0153,1458.75
2021-08-06,Speaker,Accessories,1848.09,18,North,CUST0943,396.53
2021-05-21,SSD,Storage,1161.25,18,South,CUST0694,505.54
2023-08-16,USB Cable,Accessories,4743.93,17,Central,CUST0232,1780.58
2023-09-12,Phone,Technology,3878.84,1,South,CUST0121,762.16
2023-09-20,Hard Drive,Storage,4813.23,14,Central,CUST0185,1558.66
2023-04-08,Mouse,Accessories,1318.27,16,South,CUST0456,579.96
2022-11-14,Printer,Office,4187.18,4,West,CUST0829,749.62
2023-10-01,Headphones,Accessories,3058.22,6,North,CUST0388,707.37
2021-12-22,Motherboard,Technology,4908.44,16,West,CUST0927,1287.13
2023-10-05,Printer,Office,4734.27,6,North,CUST0632,874.32
2023-06-07,Monitor,Technology,4866.19,15,West,CUST0864,1166.78
2021-05-07,Printer,Office,4761.25,1,East,CUST0226,1703.09
2023-10-06,Monitor,Technology,87.92,7,South,CUST0624,25.78
2022-08-27,Charger,Accessories,3718.37,11,South,CUST0195,1027.47
2023-10-11,Monitor,Technology,1396.08,1,East,CUST0809,390.32
2021-02-20,Hard Drive,Storage,3539.88,8,East,CUST0026,1337.71
2023-11-19,Headphones,Accessories,4904.03,14,Central,CUST0964,2193.99
2023-02-18,USB Cable,Accessories,244.83,5,West,CUST0194,79.96
2023-03-25,Webcam,Accessories,2856.59,13,South,CUST0019,1072.55
2022-02-24,Keyboard,Accessories,3688.02,15,Central,CUST0855,965.41
2023-09-10,Charger,Accessories,1304.13,9,South,CUST0537,532.34
2023-04-05,USB Cable,Accessories,1164.35,8,East,CUST0559,321.47
2023-10-22,Hard Drive,Storage,348.71,19,Central,CUST0711,150.13
2022-07-21,Motherboard,Technology,514.9,17,Central,CUST0264,192.08
2022-01-06,Monitor,Technology,3300.91,19,Central,CUST0515,1195.7
2023-07-25,Motherboard,Technology,2550.79,18,West,CUST0471,604.64
2022-10-23,Headphones,Accessories,198.86,18,Central,CUST0239,77.32
2023-08-27,SSD,Storage,4849.83,4,South,CUST0289,880.65
2021-07-21,Mouse,Accessories,3297.43,2,West,CUST0368,1026.84
2021-11-09,RAM,Components,2601.57,5,South,CUST0412,964.18
2021-04-27,Webcam,Accessories,1399.98,17,Central,CUST0022,581.1
2023-07-26,RAM,Components,3307.59,7,Central,CUST0867,1061.39
2022-07-29,RAM,Components,1852.63,16,South,CUST0354,421.47
2021-09-01,Tablet,Technology,3527.35,1,North,CUST0542,1427.37
2022-06-21,Graphics Card,Technology,3428.73,12,Central,CUST0559,1304.27
2021-03-16,Printer,Office,509.08,19,Central,CUST0420,99.82
2022-01-21,Tablet,Technology,4550.84,9,West,CUST0315,1873.65
2022-04-20,Headphones,Accessories,2460.52,16,South,CUST0782,1077.62
2022-02-22,Motherboard,Technology,1995.08,7,Central,CUST0329,621.11
2021-12-13,Charger,Accessories,4779.54,15,South,CUST0470,771.94
2022-10-02,RAM,Components,2219.14,12,West,CUST0988,942.43
2023-07-28,Graphics Card,Technology,3620.04,4,South,CUST0873,676.33
2023-08-13,SSD,Storage,3292.93,6,South,CUST0782,1119.39
2023-05-26,Laptop,Technology,867.44,6,West,CUST0463,234.44
2023-02-02,Phone,Technology,4956.16,15,Central,CUST0440,2218.43
2022-10-26,Webcam,Accessories,2344.84,3,South,CUST0997,996.91
2021-01-25,Phone,Technology,2004.17,2,North,CUST0664,772.31
2022-12-11,Printer,Office,4602.09,5,Central,CUST0738,965.44
2021-06-26,Printer,Office,2669.73,8,West,CUST0248,960.46
2021-10-12,USB Cable,Accessories,3540.13,19,East,CUST0817,1138.66
2021-03-04,Mouse,Accessories,4238.92,16,North,CUST0171,807.96
2023-09-30,SSD,Storage,1215.7,19,Central,CUST0749,472.18
2022-10-24,SSD,Storage,888.86,16,West,CUST0748,156.38
2022-10-28,Motherboard,Technology,389.11,6,North,CUST0771,114.59
2021-06-05,Headphones,Accessories,4490.81,1,Central,CUST0279,1248.31
2023-12-09,Speaker,Accessories,1041.82,18,East,CUST0148,408.25
2023-08-25,Webcam,Accessories,1573.38,8,Central,CUST0621,437.82
2023-04-29,Mouse,Accessories,1464.74,5,East,CUST0143,524.81
2022-11-20,Webcam,Accessories,1557.71,12,East,CUST0811,457.15
2021-05-28,Phone,Technology,3356.9,18,South,CUST0976,1089.67
2021-12-08,RAM,Components,4772.86,5,West,CUST0071,1061.07
2022-04-21,Headphones,Accessories,1680.79,13,South,CUST0929,354.2
2023-12-23,Router,Office,2067.85,12,East,CUST0311,750.58
2022-07-15,Charger,Accessories,3867.18,16,West,CUST0638,722.0
2021-11-23,Graphics Card,Technology,2190.07,14,West,CUST0467,444.14
2023-09-17,Headphones,Accessories,4633.91,11,West,CUST0594,2003.16
2021-08-03,Webcam,Accessories,2540.93,9,North,CUST0041,574.25
2022-03-11,Headphones,Accessories,1771.29,10,Central,CUST0914,437.49
2023-08-10,Monitor,Technology,4859.28,16,East,CUST0899,1651.95
2022-12-24,Tablet,Technology,2157.62,19,West,CUST0771,608.68
2021-02-01,SSD,Storage,1194.32,10,North,CUST0356,379.44
2022-11-01,Monitor,Technology,929.62,4,North,CUST0144,179.77
2021-10-12,Printer,Office,4976.15,8,East,CUST0683,1750.22
2022-03-05,USB Cable,Accessories,3777.29,11,South,CUST0279,744.03
2021-10-13,Motherboard,Technology,2072.87,6,North,CUST0471,775.91
2023-11-09,RAM,Components,4140.5,4,East,CUST0655,1271.49
2021-01-18,Laptop,Technology,2756.69,5,North,CUST0969,1088.5
2023-02-08,Monitor,Technology,1621.08,18,East,CUST0639,327.14
2022-08-13,Motherboard,Technology,3729.76,3,West,CUST0058,981.9
2023-10-07,Webcam,Accessories,3742.18,7,South,CUST0168,1512.03
2021-07-13,RAM,Components,2525.84,12,North,CUST0630,984.1
2022-05-17,Speaker,Accessories,273.53,3,North,CUST0166,120.28
2023-09-15,Motherboard,Technology,431.26,17,North,CUST0373,93.41
2021-04-24,Speaker,Accessories,3954.31,3,Central,CUST0082,1232.59
2023-08-05,Tablet,Technology,4126.21,11,Central,CUST0870,641.07
2023-04-11,Webcam,Accessories,3407.53,6,West,CUST0134,1497.85
2023-07-14,Router,Office,4203.39,11,North,CUST0364,851.35
2021-02-24,RAM,Components,3611.46,4,South,CUST0485,1521.91
2023-03-11,Keyboard,Accessories,4489.83,17,Central,CUST0046,1587.15
2023-02-17,Printer,Office,794.47,1,East,CUST0262,342.46
2021-06-11,Webcam,Accessories,1969.32,12,East,CUST0469,442.05
2021-03-28,Speaker,Accessories,2347.35,3,East,CUST0635,595.17
2021-02-24,RAM,Components,1523.44,16,West,CUST0222,303.65
2023-10-29,Headphones,Accessories,3640.56,3,North,CUST0092,1007.45
2023-04-13,SSD,Storage,4566.57,14,North,CUST0916,1983.03
2021-11-09,Graphics Card,Technology,2091.79,17,Central,CUST0019,672.19
2023-01-29,Mouse,Accessories,4710.63,19,East,CUST0270,1294.66
2022-03-19,SSD,Storage,2608.01,7,West,CUST0577,645.38
2021-11-24,Webcam,Accessories,2636.45,11,South,CUST0731,857.98
2023-12-14,Headphones,Accessories,3021.09,16,North,CUST0864,1108.63
2023-01-31,Phone,Technology,1378.24,19,North,CUST0669,374.93
2022-08-02,USB Cable,Accessories,1947.63,5,West,CUST0415,427.06
2023-12-11,Mouse,Accessories,2788.53,1,Central,CUST0665,907.67
2023-10-04,Keyboard,Accessories,4712.82,10,West,CUST0247,1223.77
2021-04-06,Laptop,Technology,3231.33,18,Central,CUST0711,1448.6
2023-03-25,Motherboard,Technology,1698.93,10,North,CUST0743,479.63
2022-05-06,SSD,Storage,101.82,1,Central,CUST0302,28.54
2022-03-28,Router,Office,4909.24,13,Central,CUST0948,1972.73
2021-06-14,Tablet,Technology,2490.27,4,Central,CUST0016,561.07
2021-07-01,Keyboard,Accessories,4695.55,12,Central,CUST0620,797.29
2022-04-14,USB Cable,Accessories,2769.26,16,East,CUST0503,1124.72
2023-06-29,Webcam,Accessories,3047.05,19,East,CUST0395,995.51
2023-01-05,Phone,Technology,3573.97,12,East,CUST0786,815.03
2023-04-03,Printer,Office,1638.83,6,East,CUST0876,414.34
2023-08-02,Graphics Card,Technology,3509.97,16,West,CUST0696,974.7
2021-01-07,Motherboard,Technology,2657.62,12,South,CUST0184,941.11
2021-11-26,USB Cable,Accessories,3378.78,10,Central,CUST0441,981.38
2023-02-14,Laptop,Technology,4187.37,5,West,CUST0581,1125.34
2021-05-31,Charger,Accessories,961.93,19,East,CUST0250,369.52
2021-05-27,Keyboard,Accessories,3087.08,12,Central,CUST0376,529.6
2023-07-04,Webcam,Accessories,307.95,8,South,CUST0962,106.48
2022-12-01,SSD,Storage,555.47,4,Central,CUST0458,158.13
2021-03-23,Tablet,Technology,3389.24,7,North,CUST0730,848.86
2022-05-29,Mouse,Accessories,401.14,5,North,CUST0088,171.8
2023-03-26,USB Cable,Accessories,2997.02,11,West,CUST0346,1148.99
2022-12-10,Charger,Accessories,1139.06,17,South,CUST0784,245.78
2023-01-16,Motherboard,Technology,1555.22,3,West,CUST0729,537.64
2023-10-20,Laptop,Technology,691.7,2,Central,CUST0870,274.39
2022-12-08,Headphones,Accessories,1280.9,19,South,CUST0390,572.31
2022-04-16,Charger,Accessories,4115.39,2,West,CUST0180,1479.6
2022-01-31,Router,Office,3212.45,14,Central,CUST0637,1147.51
2021-09-18,Charger,Accessories,4751.31,1,East,CUST0376,1586.88
2023-03-16,Speaker,Accessories,291.29,16,Central,CUST0183,47.19
2023-07-23,Monitor,Technology,3972.44,15,West,CUST0844,1293.1
2023-06-24,Mouse,Accessories,3510.43,18,South,CUST0329,1374.38
2023-12-13,Printer,Office,1341.42,2,South,CUST0945,360.34
2023-07-29,Router,Office,3659.38,11,East,CUST0490,1193.3
2023-05-04,Keyboard,Accessories,3596.92,17,West,CUST0200,1539.29
2022-08-16,USB Cable,Accessories,2323.76,13,East,CUST0696,468.49
2022-12-15,Printer,Office,3458.77,12,North,CUST0479,809.85
2022-09-24,Phone,Technology,2250.68,2,Central,CUST0809,412.09
2021-02-28,Motherboard,Technology,1710.95,18,North,CUST0736,513.41
2021-05-08,Laptop,Technology,2359.13,10,North,CUST0455,948.12
2023-01-06,Charger,Accessories,4480.89,12,East,CUST0992,1257.18
2022-12-22,Router,Office,1953.69,17,East,CUST0874,333.99
2022-06-10,Phone,Technology,2048.26,14,Central,CUST0440,469.18
2022-06-05,Printer,Office,3061.6,19,East,CUST0889,1276.42
2022-07-06,Phone,Technology,3777.35,13,East,CUST0601,1198.39
2021-08-25,Hard Drive,Storage,3686.37,3,East,CUST0737,1563.84
2022-05-09,Speaker,Accessories,148.0,8,East,CUST0499,59.25
2021-01-04,Speaker,Accessories,3452.71,5,East,CUST0959,947.04
2022-10-28,Graphics Card,Technology,2280.24,12,North,CUST0630,775.43
2022-03-18,Monitor,Technology,2644.25,1,North,CUST0156,923.71
2021-01-29,USB Cable,Accessories,2830.23,16,Central,CUST0459,1058.62
2022-09-02,Headphones,Accessories,3672.01,12,South,CUST0671,917.6
2023-03-16,RAM,Components,4165.1,17,Central,CUST0183,985.87
2021-03-16,Laptop,Technology,3248.99,9,West,CUST0436,1154.62
2023-04-18,USB Cable,Accessories,2841.34,13,Central,CUST0714,1124.11
2021-05-08,Laptop,Technology,1900.16,4,Central,CUST0578,521.16
2021-02-11,Speaker,Accessories,732.5,4,East,CUST0046,180.43
2021-02-10,Mouse,Accessories,4794.96,15,East,CUST0876,1906.77
2023-07-23,Tablet,Technology,2336.12,10,East,CUST0772,831.86
2021-02-03,Charger,Accessories,2852.75,6,South,CUST0918,721.93
2023-11-07,Keyboard,Accessories,3767.81,3,East,CUST0941,1163.88
2023-09-25,Printer,Office,388.63,15,West,CUST0244,170.32
2022-08-11,Charger,Accessories,4282.3,6,North,CUST0156,1605.7
2021-12-08,Router,Office,3995.28,11,West,CUST0394,864.98
2021-01-27,Keyboard,Accessories,3883.42,2,South,CUST0962,926.23
2022-10-08,Keyboard,Accessories,158.81,2,East,CUST0249,36.46
2023-01-01,Printer,Office,2656.27,1,Central,CUST0945,1074.47
2021-06-17,Graphics Card,Technology,318.63,11,North,CUST0607,109.11
2022-09-02,Router,Office,2776.82,5,South,CUST0255,1199.58
2021-09-25,Laptop,Technology,3606.32,6,West,CUST0362,639.33
2023-04-01,RAM,Components,653.16,3,East,CUST0983,108.16
2022-03-31,SSD,Storage,3489.67,5,South,CUST0848,1231.37
2023-06-25,Graphics Card,Technology,2275.19,9,South,CUST0713,523.26
2023-07-11,USB Cable,Accessories,4067.19,19,Central,CUST0819,1438.77
2023-09-08,Laptop,Technology,2691.27,5,Central,CUST0939,987.81
2022-12-03,Webcam,Accessories,1713.8,12,Central,CUST0646,413.62
2022-09-26,Keyboard,Accessories,1693.36,12,West,CUST0377,737.97
2021-05-10,Mouse,Accessories,4492.56,16,Central,CUST0153,1718.05
2023-10-17,Hard Drive,Storage,2291.71,7,South,CUST0767,596.32
2023-03-30,Speaker,Accessories,2058.48,14,South,CUST0772,563.27
2022-11-24,Mouse,Accessories,247.37,9,South,CUST0240,90.23
2023-03-05,Speaker,Accessories,1853.41,15,North,CUST0460,447.06
2021-01-29,USB Cable,Accessories,4255.65,11,North,CUST0152,1015.45
2021-05-29,Charger,Accessories,3816.89,4,West,CUST0440,1288.1
2021-01-11,Phone,Technology,1143.52,11,Central,CUST0603,217.77
2022-11-07,Tablet,Technology,2094.63,9,South,CUST0240,938.4
2021-07-06,Monitor,Technology,1023.07,6,Central,CUST0183,241.62
2023-03-18,Graphics Card,Technology,4773.37,17,South,CUST0310,1264.06
2023-01-14,Mouse,Accessories,3010.68,9,North,CUST0259,654.16
2021-04-08,Headphones,Accessories,3784.06,6,South,CUST0460,1298.12
2021-02-24,SSD,Storage,3583.35,6,West,CUST0431,602.53
2022-09-15,Speaker,Accessories,4374.76,4,East,CUST0500,1873.9
2022-10-26,Tablet,Technology,4749.17,11,South,CUST0798,1145.48
2023-01-28,Mouse,Accessories,210.61,3,West,CUST0076,90.19
2022-02-10,Phone,Technology,4877.74,18,North,CUST0297,1102.67
2021-03-10,Hard Drive,Storage,4359.19,16,North,CUST0362,1325.79
2023-01-21,Printer,Office,1945.59,16,East,CUST0183,697.59
2023-08-16,Motherboard,Technology,4193.49,12,Central,CUST0059,1399.74
2021-12-31,Charger,Accessories,3695.96,14,Central,CUST0552,1122.64
2022-04-27,USB Cable,Accessories,3975.92,9,South,CUST0557,1536.93
2021-07-20,Charger,Accessories,1142.42,7,North,CUST0406,332.61
2021-06-03,Charger,Accessories,3260.39,14,West,CUST0527,814.94
2021-03-14,Motherboard,Technology,178.33,10,East,CUST0732,65.19
2022-12-14,Printer,Office,4248.73,11,Central,CUST0785,1831.97
2021-10-23,Graphics Card,Technology,4757.66,7,South,CUST0187,1572.01
2023-11-07,RAM,Components,3327.51,19,South,CUST0876,778.35
2021-03-02,Graphics Card,Technology,2587.71,19,North,CUST0025,980.33
2023-07-28,Webcam,Accessories,3642.37,11,West,CUST0299,1378.92
2021-02-11,Speaker,Accessories,1665.49,6,West,CUST0192,383.16
2021-01-25,Phone,Technology,3150.62,8,Central,CUST0691,836.14
2023-11-29,Webcam,Accessories,3608.92,1,South,CUST0573,693.94
2021-05-11,Charger,Accessories,756.27,8,North,CUST0941,131.52
2021-04-18,Laptop,Technology,743.34,5,West,CUST0131,291.54
2021-06-21,USB Cable,Accessories,3594.88,10,South,CUST0761,941.04
2021-04-12,Graphics Card,Technology,2187.32,2,West,CUST0676,512.69
2023-05-16,Hard Drive,Storage,4451.55,4,East,CUST0991,1009.73
2022-06-08,Hard Drive,Storage,1594.1,2,West,CUST0504,274.89
2021-10-02,RAM,Components,260.03,15,West,CUST0207,115.83
2023-12-04,Graphics Card,Technology,3266.89,10,South,CUST0238,849.76
2023-03-28,Mouse,Accessories,3436.98,2,West,CUST0192,684.9
2023-08-15,Headphones,Accessories,2790.28,6,West,CUST0028,1141.9
2023-11-07,Laptop,Technology,3432.5,14,East,CUST0107,1259.51
2021-11-26,SSD,Storage,2642.58,5,West,CUST0223,921.7
2021-01-12,Motherboard,Technology,3478.53,2,West,CUST0380,831.94
2021-08-04,USB Cable,Accessories,267.49,14,South,CUST0429,73.46
2021-12-05,Phone,Technology,1873.57,13,North,CUST0084,753.79
2022-10-23,SSD,Storage,1093.54,2,East,CUST0498,373.96
2022-01-09,Charger,Accessories,541.66,9,West,CUST0237,137.42
2023-09-03,SSD,Storage,1208.76,3,North,CUST0149,220.94
2022-12-11,Motherboard,Technology,996.99,15,South,CUST0795,418.82
2022-04-11,Hard Drive,Storage,4867.0,3,East,CUST0851,2125.23
2022-05-04,Mouse,Accessories,1468.4,12,South,CUST0612,536.9
2021-02-16,Charger,Accessories,1193.25,6,North,CUST0844,426.49
2023-02-17,Mouse,Accessories,4182.63,19,East,CUST0035,1302.11
2023-11-06,Printer,Office,2124.63,17,West,CUST0944,937.92
2022-12-12,Monitor,Technology,2136.25,6,North,CUST0097,765.3
2022-02-05,Graphics Card,Technology,2245.77,19,South,CUST0868,388.56
2023-09-08,Phone,Technology,2111.85,17,East,CUST0233,374.89
2021-09-07,RAM,Components,1666.5,16,North,CUST0407,731.71
2022-01-26,Hard Drive,Storage,1467.38,8,North,CUST0960,635.35
2021-12-01,Webcam,Accessories,4415.7,19,South,CUST0525,1401.33
2022-09-21,Hard Drive,Storage,850.45,8,South,CUST0758,182.2
2021-05-17,Phone,Technology,946.26,15,West,CUST0926,307.58
2023-06-02,RAM,Components,2880.01,8,West,CUST0970,1091.71
2022-11-19,Monitor,Technology,1751.11,3,North,CUST0489,267.02
2023-04-07,Laptop,Technology,2136.57,16,South,CUST0404,847.88
2022-12-28,Hard Drive,Storage,4042.41,3,North,CUST0774,1170.03
2022-08-17,Webcam,Accessories,4522.97,1,Central,CUST0223,1306.91
2023-09-17,Tablet,Technology,3963.24,8,South,CUST0403,1110.86
2022-01-07,Keyboard,Accessories,1212.89,9,Central,CUST0451,433.67
2023-07-24,Mouse,Accessories,4900.86,12,Central,CUST0586,1043.09
2023-09-22,Webcam,Accessories,1847.72,18,South,CUST0778,613.44
2022-02-06,Mouse,Accessories,886.88,17,West,CUST0184,144.76
2022-09-07,Mouse,Accessories,2522.51,8,North,CUST0277,992.37
2023-09-22,Monitor,Technology,3640.16,11,East,CUST0895,1436.53
2022-09-12,Headphones,Accessories,462.19,7,East,CUST0568,112.57
2021-07-07,Headphones,Accessories,3189.72,14,South,CUST0569,579.34
2021-05-11,Tablet,Technology,4297.49,10,West,CUST0386,1608.66
2023-03-16,Webcam,Accessories,1345.82,15,West,CUST0493,391.72
2023-07-25,Laptop,Technology,3480.96,12,West,CUST0295,1488.08
2023-09-13,Laptop,Technology,2029.55,17,East,CUST0061,519.66
2021-07-02,Hard Drive,Storage,2099.97,8,Central,CUST0685,845.14
2023-09-10,Mouse,Accessories,1440.03,14,East,CUST0990,226.94
2021-12-30,Router,Office,3140.75,15,West,CUST0622,1199.26
2021-02-08,Hard Drive,Storage,1836.95,11,East,CUST0924,649.32
2022-05-12,Monitor,Technology,4162.97,12,East,CUST0146,1281.7
2023-09-09,Mouse,Accessories,4816.38,16,North,CUST0526,2037.94
2023-07-10,RAM,Components,4678.68,18,South,CUST0183,2024.01
2022-12-23,Laptop,Technology,857.49,10,Central,CUST0315,367.78
2021-01-16,Mouse,Accessories,120.24,19,North,CUST0877,39.6
2022-05-08,Printer,Office,2220.42,18,South,CUST0659,679.05
2023-06-13,SSD,Storage,3657.97,1,West,CUST0744,843.86
2021-11-07,Charger,Accessories,4888.4,4,North,CUST0996,970.94
2023-01-09,Tablet,Technology,3927.94,7,South,CUST0809,1245.66
2022-06-30,Speaker,Accessories,2923.72,1,North,CUST0652,568.81
2022-02-18,SSD,Storage,180.45,8,East,CUST0660,36.38
2021-09-08,Tablet,Technology,4136.43,17,East,CUST0930,1063.16
2023-01-29,Hard Drive,Storage,926.87,8,North,CUST0893,190.96
2023-11-29,Phone,Technology,325.25,5,North,CUST0036,97.74
2023-03-25,Monitor,Technology,4259.28,1,Central,CUST0789,1487.02
2021-01-29,Charger,Accessories,2852.94,15,West,CUST0056,1025.26
2023-08-16,Phone,Technology,686.33,4,East,CUST0979,212.65
2022-04-22,Graphics Card,Technology,1963.39,7,North,CUST0041,601.86
2021-11-14,Tablet,Technology,473.43,14,South,CUST0383,138.45
2021-09-02,Router,Office,3208.15,12,West,CUST0169,717.28
2023-01-18,RAM,Components,1448.01,3,South,CUST0171,501.41
2022-11-28,Printer,Office,4337.17,18,West,CUST0618,1505.47
2021-09-29,Speaker,Accessories,1821.09,8,South,CUST0739,412.92
2022-01-12,SSD,Storage,2498.44,2,East,CUST0456,899.86
2021-09-23,Tablet,Technology,364.44,6,North,CUST0598,148.47
2023-07-15,RAM,Components,1414.18,7,North,CUST0491,464.43
2023-07-10,Charger,Accessories,3400.0,7,Central,CUST0294,629.89
2021-12-06,Keyboard,Accessories,3694.5,13,North,CUST0658,916.89
2022-01-24,Headphones,Accessories,1251.97,1,East,CUST0264,222.65
2022-07-31,Printer,Office,2543.91,8,West,CUST0247,612.09
2021-01-03,Motherboard,Technology,4096.78,13,West,CUST0962,875.0
2022-01-11,Webcam,Accessories,1930.56,19,North,CUST0148,610.81
2021-11-20,Charger,Accessories,712.17,17,South,CUST0965,197.32
2021-05-26,Phone,Technology,2187.76,13,North,CUST0441,802.48
2021-10-20,Router,Office,3023.11,16,West,CUST0362,782.72
2022-03-08,Printer,Office,86.62,15,Central,CUST0222,17.01
2022-12-06,Webcam,Accessories,1775.41,11,West,CUST0658,392.02
